date,snd_lvl_mean,dba_mean,dba_p90,n_events
2025-03-20,51.61623093694144,80.06926257863456,87.26156979969183,3245
2025-03-21,54.754187135033206,79.41106137536049,87.01220642593118,3517
2025-03-22,50.04369923537711,76.18263412093376,83.93843553198542,3017
2025-03-23,45.24936294096178,75.99758669879603,85.05864886164623,2284
2025-03-24,53.258060232867145,83.33988565108348,90.53700313479624,2871
2025-03-25,52.54592495857974,78.6048241033981,86.27892150988615,3338
2025-03-26,52.33528865150361,77.57725282108237,85.60767636049526,3473
2025-03-27,54.179182820638665,77.38272323879485,85.52322957629465,3611
2025-03-28,50.925438628957465,76.31046549606256,83.96968127929418,3627
2025-03-29,51.58436154264249,77.52873487462617,85.25400032206119,3105
2025-03-30,46.02467078955214,81.42840875480627,88.82070984915705,2254
2025-03-31,50.30806164257137,79.70451997372942,86.47453239706353,3133
2025-04-01,52.29725837788812,78.88600370478697,87.02980988593156,3419
2025-04-02,50.094948099852076,78.2765266452706,86.60240970654628,6202
2025-04-03,49.811153989385005,79.74452596611503,87.33740187509932,6293
2025-04-04,53.2774671283282,75.54276411462789,84.0274120508982,5344
2025-04-05,51.94325355867643,82.0856381023747,89.17899587860622,2669
2025-04-06,45.458190498930946,79.57074330676477,87.44931759656653,2330
2025-04-07,51.813427479096795,83.2963390690492,90.41118133686301,3022
2025-04-08,51.977847313751155,81.19024581927259,88.86411653543307,3175
2025-04-09,54.12343627687521,77.64753746067296,84.76615901455766,3572
2025-04-10,61.385592148291636,78.56448616669566,84.091712545676,4105
2025-04-11,50.507862143198935,81.52862574974536,88.68330340639028,3787
2025-04-12,42.393128030397776,80.36545503069121,87.39292233787029,2498
2025-04-13,48.85299790857289,78.83710158999878,86.76883602378929,2354
2025-04-14,58.54788650395653,75.94815622516077,83.77639150227618,3295
2025-04-15,80.59908249373989,76.95879499280115,83.0628751399776,3572
2025-04-16,49.41808471271216,77.8977417709019,85.36719758064515,3472
2025-04-17,52.375189008214896,74.76516171512853,82.62934457964603,3616
2025-04-18,55.64232977481325,74.78306920460491,82.35516758241758,3640
2025-04-19,66.16780201020006,73.53296944568581,80.92550338894682,3836
2025-04-20,44.60632983512322,72.8621989356354,81.20473971605388,2747
2025-04-21,53.092612837881454,77.23688801560012,84.73646764613943,3199
2025-04-22,57.12730722178202,75.2246427258886,82.86753307607496,3628
2025-04-23,52.716839570898394,73.06132362927022,80.66966813585688,3857
2025-04-24,55.14501556035498,74.10313774858602,81.60121072796935,3915
2025-04-25,52.96667047569067,73.46775568816055,80.97273665835411,4010
2025-04-26,47.241793365392596,79.1412396650968,86.57230402930404,2730
2025-04-27,49.21648761701961,77.12798369491063,85.24157593123209,2792
2025-04-28,55.0004623612066,73.64533797631115,81.76527536632568,3617
2025-04-29,54.56374072628931,76.94991957976148,84.3446263025512,5566
2025-04-30,50.819308718775375,72.3414720131416,80.80500606387278,7421
2025-05-01,49.77679877992553,73.31999647289683,81.63350589638267,7547
2025-05-02,50.69294976856117,74.22064820076625,82.3468446041319,7793
2025-05-03,54.95473360350986,75.36744501514552,82.83950414855788,5062
2025-05-04,44.80052206355597,75.51449425756957,83.55574261201144,5245
2025-05-05,51.85764571684394,80.71398958490154,88.47504248738402,6143
2025-05-06,52.22914649358823,80.12261123668512,87.51965045725069,6889
2025-05-07,50.96598268843163,76.12538012938295,83.98378778135047,3732
2025-05-08,51.746066967220116,75.27907697088988,83.09579405366208,1379
2025-05-09,53.43852901049942,82.28200366300366,89.52938461538461,1430
2025-05-10,54.4393979593502,78.2532796146115,86.0009752547307,1374
2025-05-11,55.33031457656863,73.02577848731417,81.40863734679164,1387
2025-05-12,52.078866588796394,73.38117638171734,81.59655742971889,1245
2025-05-13,50.540546352691,75.14410256410257,82.67021044992744,1378
2025-05-14,49.91810086933152,76.85247997566664,84.18300212916962,1409
2025-05-15,52.90435210007676,76.84532003780312,84.15013870094722,1478
2025-05-16,52.303776671177545,74.57974383361866,82.1356790945406,1502
