date,n_audio,rms_dbfs_mean,rms_dbfs_p10,rms_dbfs_p90,zcr_mean,zcr_std,duration_mean,file_size_mean,snd_lvl_mean,dba_mean,dba_p90,n_events,sensor_missing,sensor_present,flag_capture_failure_candidate
2024-01-27,4700,-20.35240299346599,-24.24929618835449,-15.53062705993652,0.0284768585572382,0.0070245645769407,5.1321826950354605,41820.43468085107,,83.07524996191259,90.6021410830619,9824.0,False,True,False
2024-01-28,1755,-22.92623302372772,-27.26385765075684,-17.652894210815425,0.0549372726516734,0.0389041320998561,5.184036467236467,42229.20398860399,,,,,True,False,False
2024-01-29,4176,-22.748684589661856,-26.925405502319336,-17.372836112976074,0.0266352489644421,0.0074742888677079,5.153287356321839,41986.46767241379,,80.23961348737586,85.9792935029532,4402.0,False,True,False
2024-01-30,4893,-22.350438195553483,-26.866400909423827,-16.461152648925783,0.0262072537131174,0.008687039942021,5.144520471421759,41918.54690374004,,80.82584882436196,86.44330853307765,5215.0,False,True,False
2024-01-31,5308,-22.18283970848276,-26.738170433044434,-16.183746337890625,0.0269385660114758,0.0084426345373313,5.132732479276563,41824.077430293895,,81.35319501011809,86.8188022234176,5577.0,False,True,False
2024-02-01,5306,-21.90997981243299,-26.3125,-16.2742977142334,0.0260939695874612,0.0076303240708734,5.1338148008543785,41834.13663776856,,81.20003502784265,86.70090030537094,5567.0,False,True,False
2024-02-02,5352,-21.719596054611007,-25.85740566253662,-16.476041793823242,0.0297110668119343,0.007958247019674,5.128211260587942,41788.61846038864,,81.8753070923611,87.75853145606844,5611.0,False,True,False
2024-02-03,4812,-22.099174302117785,-25.86708354949951,-17.066561317443846,0.0282074134007102,0.0081706157188513,5.1455893599335,41926.91978387365,,79.1316604695819,86.08217074626866,5025.0,False,True,False
2024-02-04,3861,-21.640101777614937,-25.398277282714844,-16.763351440429688,0.0275694140193815,0.0077861789163194,5.145062937062937,41923.12224812225,,78.93245609077094,86.13442631058358,4044.0,False,True,False
2024-02-05,4502,-20.9479359357106,-24.861950302124026,-16.267609214782716,0.0268688276828384,0.0070442419992404,5.142916037316748,41906.03820524211,,80.27431409382417,87.95228419936373,4715.0,False,True,False
2024-02-06,5471,-20.282636860436263,-24.43589401245117,-15.152936935424805,0.0262217263907875,0.0070502252507243,5.128453786632548,41791.86876256626,,80.74980099559883,88.48121452145215,5757.0,False,True,False
2024-02-07,5632,-20.425247611985967,-24.417771530151366,-15.46636924743652,0.026457798028002,0.0072275384656017,5.128363636363637,41790.810724431816,,80.63107511191333,88.35424091293322,5915.0,False,True,False
2024-02-08,4311,-20.003206644166625,-24.12716293334961,-14.988531112670898,0.0262514189373884,0.0072350934098791,5.112695894224077,41665.78079331941,,81.10747252747252,88.57688095765906,4511.0,False,True,False
2024-02-09,5824,-20.28342696508536,-24.252812767028807,-15.440739727020263,0.0264646452019429,0.0066532356712975,5.119677655677656,41723.70364010989,,80.67494267758032,87.77835124034829,6087.0,False,True,False
2024-02-10,5127,-20.34637942443425,-24.517138671875,-15.220329093933106,0.0259418814902781,0.0073256797826986,5.123645016578896,41752.34386580846,,80.16769828567841,87.44114291093956,5311.0,False,True,False
2024-02-11,3854,-21.52146887383315,-25.30346355438233,-16.822298049926758,0.0273958518053314,0.0077301110707284,5.146525514616848,41935.41203943954,,80.19023493433683,88.12242284718766,4018.0,False,True,False
2024-02-12,5601,-20.50338608008413,-24.671119689941406,-15.284527778625488,0.0264432190052304,0.0070259252890822,5.120959828602035,41732.64863417247,,81.57980065298007,89.04603461274846,5836.0,False,True,False
2024-02-13,801,-26.35445108068421,-32.13566589355469,-17.620718002319336,0.0218617002193415,0.0100112818603283,5.202030794839784,42368.464419475655,,70.31854925303456,75.02650735294117,816.0,False,True,False
2024-02-14,3827,-24.777068943026677,-29.441910171508788,-19.14333648681641,0.0249376878632426,0.0088135694172804,5.142364602386551,41900.6072641756,,74.10057908313236,78.53121844293273,3969.0,False,True,False
2024-02-15,2986,-24.191276251670903,-28.98043441772461,-17.89919662475586,0.0255136519479006,0.0093799887473597,5.099652601027015,41563.94373744139,,76.88458630571306,81.86466165172855,3124.0,False,True,False
2024-02-16,5520,-23.31170217144317,-27.88585796356201,-17.252730369567864,0.0267113937971719,0.0086108711080095,5.124374879227053,41760.36630434782,,76.61085627328954,81.85121054439293,5823.0,False,True,False
2024-02-17,3792,-25.202415263351007,-29.3728967666626,-19.6962739944458,0.028058843031478,0.0099911435347696,5.138857946554149,41873.38607594937,,75.7384469976815,80.90783299697276,3964.0,False,True,False
2024-02-18,3977,-22.07873866975922,-27.07566680908203,-15.894915771484376,0.0245753595276868,0.0087490164309503,5.145833878132596,41928.8725169726,,77.65507023780762,82.70791978738826,4139.0,False,True,False
2024-02-19,4948,-23.46492884423141,-27.785169219970705,-17.474418449401853,0.0295946690206802,0.011561190958943,5.125984370789545,41771.84357316087,,77.0454753236246,82.94383533980582,5150.0,False,True,False
2024-02-20,4570,-22.865933190706784,-27.175258445739747,-17.34675521850586,0.0277537366134716,0.0094564328273785,5.112773741794311,41667.14792122538,,77.22918185129566,83.16508594730239,4782.0,False,True,False
2024-02-21,5783,-22.249604404003545,-26.44354362487793,-17.340901947021482,0.0283839946036197,0.0088108017786817,5.111441581647357,41657.74546083348,,78.99973908133828,85.0082116305964,6053.0,False,True,False
2024-02-22,5467,-21.56985547299661,-25.93308792114258,-16.202522277832028,0.0271465789160153,0.0072956349110987,5.103314188159258,41590.62081580392,,80.82656872435601,86.96116488522867,5707.0,False,True,False
2024-02-23,5587,-21.236145133470323,-25.29619407653809,-16.30138816833496,0.0299784258895747,0.0081885583547743,5.1116759143249215,41658.71129407553,,81.66509861666708,88.50713451297028,5821.0,False,True,False
2024-02-24,1998,-20.9171228952952,-24.725528717041016,-16.394319915771483,0.0276948414823751,0.0077027387194412,5.134264931598265,41835.21321321321,,81.02679455009569,89.19110729613735,2097.0,False,True,False
2024-04-03,793,-17.886331392266563,-21.087784576416016,-14.088566589355468,0.0562983174889332,0.0422613701686321,5.171221521647751,42129.283732660784,,86.92350136772176,92.09961313012896,853.0,False,True,False
2024-04-04,1963,-21.24998774555224,-25.01990165710449,-16.33934783935547,0.0281508744676433,0.0072234142826984,5.116739684156903,41696.85124808966,,80.94405857543414,88.22718357248887,2021.0,False,True,False
2024-04-05,4750,-20.738299398321853,-24.82134494781494,-16.002489757537838,0.0259803914467523,0.0086129931755405,5.07032701754386,41331.05368421053,,80.90485886644413,88.09406620861961,4803.0,False,True,False
2024-04-06,5623,-21.1011897835383,-24.760571670532222,-16.672588729858397,0.027204742386923,0.007542553019771,5.094459185488174,41521.25022230126,,79.62947883226325,87.51872366573033,5696.0,False,True,False
2024-04-07,4576,-21.61039748652415,-25.46222877502441,-16.758044242858887,0.0267868478495656,0.0079896597317958,5.115692307692307,41689.335445804194,,77.84041835564837,86.10991186586415,4652.0,False,True,False
2024-04-08,5988,-20.62882248703925,-24.962071990966795,-14.582057762145991,0.02307113901271,0.0064740529154082,5.157180138053885,42018.05227120908,,77.47571259723985,85.14755097402598,6160.0,False,True,False
2024-04-09,6936,-20.28775371468466,-25.1476993560791,-13.789371967315674,0.0215824987716873,0.0067228127700535,5.202085351787773,42373.75317185698,,76.11821711433878,83.52679247910864,7180.0,False,True,False
2024-04-10,6673,-20.896392997694253,-25.03727378845215,-15.590305137634276,0.025518427149028,0.0070155869331207,5.169885408861582,42118.46755582197,,78.06800845582755,85.1443661971831,6816.0,False,True,False
2024-04-11,5832,-20.781849363703788,-24.85761203765869,-15.64327459335327,0.0338110547938872,0.0110881288253038,5.128149977137631,41789.91546639232,,81.47605732369816,88.02985605306799,6030.0,False,True,False
2024-04-12,6208,-19.86412296528669,-23.78356761932373,-15.019789791107176,0.0364855310858954,0.0160178709386381,5.135161512027492,41845.5162693299,,82.04553610948015,88.33816629781853,6326.0,False,True,False
2024-04-13,5741,-19.96230885833424,-24.0317497253418,-15.168325424194336,0.0263641031542801,0.0080570749429512,5.1362610462753295,41851.63490681066,,80.78866330743915,87.77686435113185,5787.0,False,True,False
2024-04-14,4923,-20.91620665925464,-24.760775756835937,-16.08337936401367,0.0331422256435814,0.0174788633212283,5.139586972713115,41877.65122892545,,79.79035075215478,86.92713031331071,5011.0,False,True,False
2024-04-15,6326,-19.96429056914743,-24.4168701171875,-14.53397274017334,0.0237239102370805,0.0068721078624959,5.179325956370534,42192.552007587736,,77.13548360631945,84.46898151825263,6547.0,False,True,False
2024-04-16,5571,-20.605979773583563,-25.114635467529297,-14.87131118774414,0.0230221581603059,0.0068162960891149,5.200830012565069,42362.58355770957,,76.2717181932986,83.98711539810593,5702.0,False,True,False
2024-04-17,6343,-20.36855349825625,-24.60815010070801,-14.836258506774902,0.0245666053998754,0.0078445411960921,5.157251773608703,42018.91124073782,,78.33919586874465,85.81846084841114,6577.0,False,True,False
2024-04-18,5066,-20.43156488695683,-24.09103488922119,-15.858769416809082,0.0319031990957533,0.0132480425131417,5.138141334386104,41867.03355704698,,82.70141109628082,90.11873692191054,5276.0,False,True,False
2024-04-21,332,-21.750114469643098,-25.52029457092285,-16.923187255859375,0.0255408865205648,0.0060281599981445,5.187084337349397,42251.43975903615,,78.38622350674375,86.31393063583815,346.0,False,True,False
2024-04-22,6294,-20.822768937984574,-25.353243446350103,-15.184457111358643,0.0240223328089264,0.007000877952192,5.132825759983052,41826.10374960279,,77.24179999837095,84.94161319750646,6577.0,False,True,False
2024-04-23,6725,-20.113653632663883,-24.549421691894533,-14.92769947052002,0.0235985077785,0.0068793773457428,5.112373928128872,41663.07940520446,,77.18287071050737,84.26875152287859,7059.0,False,True,False
2024-04-24,5016,-20.481602765346448,-24.946036338806152,-14.940162658691406,0.0241858409575992,0.0070569272754912,5.134120148856991,41836.02332535885,,78.02109609000144,85.268422171166,5223.0,False,True,False
2024-04-25,6962,-20.89373390943762,-25.292961502075197,-15.495841979980469,0.0236969392306256,0.0065913041170684,5.108147467202911,41629.39083596668,,76.78005217270515,84.46160731406655,7301.0,False,True,False
2024-04-26,7384,-20.737685005429764,-25.244134140014648,-15.12774076461792,0.0229659288959188,0.0063911468339972,5.106929577464789,41621.10116468039,,76.27899995954995,83.63596981181391,7652.0,False,True,False
2024-04-27,7381,-20.54841143244118,-24.975101470947266,-15.043447494506836,0.0247434353292247,0.0072292373715232,5.108797181953665,41635.27950142257,,77.27214021902924,84.17973466156485,7579.0,False,True,False
2024-04-28,2793,-21.52489551744963,-25.723338317871093,-15.883084106445311,0.0253114141278616,0.0076241959947632,5.115783745076978,41689.30110991765,,77.04960263722882,84.5621558803062,2874.0,False,True,False
2024-04-29,1882,-20.433682785784143,-25.15699996948242,-14.5370512008667,0.0223449296155551,0.00624615598346,5.2231526744597945,42539.18862911796,,74.53027282529652,81.29734070563454,1899.0,False,True,False
2024-04-30,5540,-20.88317048635724,-25.1388370513916,-15.698126792907711,0.0251151447713456,0.0063463024846991,5.210678219013237,42440.14657039711,,77.55193524742414,84.41696344236487,5717.0,False,True,False
2024-05-01,6849,-21.069547340319545,-25.635192108154296,-15.29045639038086,0.0238433747975454,0.006787095711643,5.204947096899791,42395.34092568258,,75.72249767693273,82.95610394663701,7196.0,False,True,False
2024-05-02,5765,-20.4249140194366,-24.873406219482423,-14.78725242614746,0.0226277301439075,0.006996367945592,5.210662041052327,42440.27267996531,,76.0967056609168,83.12173949299533,5996.0,False,True,False
2024-05-03,6810,-20.5493698912045,-25.145258712768555,-14.63017768859863,0.0233529481015595,0.0064112393334794,5.197514243759177,42337.25594713656,,76.8876285366799,83.85562307044626,7126.0,False,True,False
2024-05-04,7113,-20.76869712210432,-25.258855819702152,-14.515307617187498,0.023346240779602,0.0069571444749625,5.194848118468531,42315.25376071981,,75.85279612383067,82.79968407761828,7524.0,False,True,False
2024-05-05,4581,-21.65479320242165,-25.379619598388672,-17.1929988861084,0.0444360244543528,0.0214600714873895,5.212896165320527,42457.95568653133,,81.2957463740213,87.6568368235538,4823.0,False,True,False
2024-05-06,6361,-20.51210651958425,-24.977294921875,-14.786836624145508,0.0251206264013241,0.0084547422967338,5.198947754545931,42347.532935073104,,77.38336058626196,84.59594282697239,6629.0,False,True,False
2024-05-07,7288,-20.38402650659877,-25.222932434082036,-13.8426287651062,0.0217767340971944,0.0065077760861387,5.193624588364434,42306.98037870472,,75.01187002519792,82.15085160619067,7689.0,False,True,False
2024-05-08,5313,-20.707659541965988,-24.83483848571777,-15.61395454406738,0.033434421637348,0.0212767880776396,5.208818620992534,42426.54488989271,,77.76872522381301,84.47311082662765,5468.0,False,True,False
2024-05-09,3586,-20.60501415810636,-25.00111198425293,-14.977234840393066,0.0243869275480899,0.0062950811720836,5.222656999442275,42535.78862242052,,77.36102984911913,84.57504945054944,3640.0,False,True,False
2024-05-10,3811,-20.27260145369054,-24.35590362548828,-15.569809913635254,0.0288754322586297,0.0076652981823938,5.222888130849296,42536.08449225925,,80.66929364048917,87.37134043105686,3851.0,False,True,False
2024-05-11,4014,-20.22924085143317,-24.60595035552979,-14.782993316650389,0.0250450657446797,0.0069444615056902,5.218301278857332,42500.08918784256,,78.6421444452258,85.56275018459267,4063.0,False,True,False
2024-05-12,5736,-21.687725361005366,-25.607818603515625,-16.919546127319336,0.0285727553948324,0.0085428335473995,5.19912970711297,42348.68880753138,,78.64104107375175,85.87279993212286,5893.0,False,True,False
2024-05-13,5727,-20.710112511851477,-25.20955009460449,-15.133789253234864,0.0248614104409323,0.0088846181164747,5.188019323671497,42262.37139863803,,76.69283785348107,83.7069024309575,6047.0,False,True,False
2024-05-14,4177,-18.22329494306452,-22.62253074645996,-12.692908096313475,0.0221250753260107,0.0085337869864671,5.151175165589338,41972.59420636821,,74.43169028175379,81.78428815516047,4331.0,False,True,False
2024-05-15,89,-18.62272641899881,-22.847154235839845,-11.47669048309326,0.061437970312093,0.0187645942617065,5.199580524344569,42357.74157303371,,83.67464021164021,89.72722222222222,90.0,False,True,False
2024-05-19,3123,-17.15192792708012,-21.03138732910156,-12.111561012268066,0.016556946546556,0.0037363155933747,5.132978973209521,41825.97758565482,,75.33186187611096,82.71636459909229,3305.0,False,True,False
2024-05-20,4236,-16.63540157200144,-20.908745765686035,-11.736213207244871,0.0163895342575261,0.004010938145232,5.134866855524079,41841.47733711048,,75.01055099823039,82.53248169206276,4397.0,False,True,False
2024-05-21,4195,-17.018217157379805,-21.23072814941406,-12.2555721282959,0.0165538510117212,0.0039270503317509,5.147786730234406,41942.98021454112,,73.44888591414956,81.00453308653401,4322.0,False,True,False
2024-05-22,1125,-16.7543577969869,-20.75050468444824,-12.254263496398924,0.0177063729741122,0.0040143029203545,5.168090074074073,42104.78666666667,,75.38387820825301,82.87329696969697,1155.0,False,True,False
2024-05-31,3350,-240.0,-240.0,-240.0,0.0,0.0,5.213433631840796,42460.030746268654,,73.91812147894073,80.97138803894298,3595.0,False,True,False
2024-06-01,4308,-240.0,-240.0,-240.0,0.0,0.0,5.215435468895079,42475.82428040855,,72.83730873135369,79.90682717129731,4571.0,False,True,False
2024-06-02,3809,-240.0,-240.0,-240.0,0.0,0.0,5.215481928765206,42476.48726699921,,72.99964925767888,80.15907627746236,4051.0,False,True,False
2024-06-03,3651,-240.0,-240.0,-240.0,0.0,0.0,5.217229982653154,42490.32237743084,,72.52885551975787,79.54248385443363,3902.0,False,True,False
2024-06-04,3828,-240.0,-240.0,-240.0,0.0,0.0,5.2150971786833855,42473.58777429467,,73.24701721932489,80.12399242609332,4093.0,False,True,False
2024-06-05,4039,-240.0,-240.0,-240.0,0.0,0.0,5.216382933069241,42483.74572914088,,73.69887779434822,80.7100904904444,4343.0,False,True,False
2024-06-06,3684,-240.0,-240.0,-240.0,0.0,0.0,5.218513210278683,42500.99647122693,,76.35732082439397,83.04037622993268,3862.0,False,True,False
2024-06-07,4383,-240.0,-240.0,-240.0,0.0,0.0,5.214074986691003,42464.11978097194,,73.93439264641664,80.63143548731072,4689.0,False,True,False
2024-06-08,4481,-240.0,-240.0,-240.0,0.0,0.0,5.21146529792457,42444.58647623298,,75.85770152960433,82.73360885025681,5062.0,False,True,False
2024-06-09,90,-240.0,-240.0,-240.0,0.0,0.0,5.230933333333334,42599.188888888886,,76.40325396825398,84.07574074074074,108.0,False,True,False
2024-06-17,2750,-240.0,-240.0,-240.0,0.0,0.0,5.145786181818182,41924.67890909091,,71.22232369771213,78.06072486945169,3064.0,False,True,False
2024-06-18,3666,-220.33557349869412,-240.0,-56.58492469787598,0.0055979715462096,0.0266163786540405,5.148909983633388,41951.63147845063,,71.16682236418751,78.0960123701138,4042.0,False,True,False
2024-06-19,3869,-212.878863844646,-240.0,-61.77026824951171,0.0157947426764319,0.0508546054720396,5.169801671405186,42116.26854484363,,71.03914710234743,78.01407305194806,4312.0,False,True,False
2024-06-20,3930,-240.0,-240.0,-240.0,0.0,0.0,5.215343172179813,42474.53384223919,,70.8899567099567,77.12788034587521,4279.0,False,True,False
2024-06-21,4012,-232.6120764686246,-240.0,-240.0,0.0072474667839796,0.0429127644196858,5.212309737454304,42451.17647058824,,71.16782523728045,77.89240082079344,4386.0,False,True,False
2024-06-22,2713,-240.0,-240.0,-240.0,0.0,0.0,5.211498218454356,42443.829340213786,,70.81283957752244,77.75853965053763,2976.0,False,True,False
2024-06-26,4503,-30.638654433645836,-35.72912368774414,-24.263475799560545,0.0288402459263321,0.007412299621716,5.129873121622622,41803.24250499667,,72.84905616694925,80.5460222609369,5166.0,False,True,False
2024-06-27,4165,-91.9136063840209,-240.0,-41.993299102783205,0.0250060679046783,0.027727914740243,5.143131172468988,41908.405042016806,,75.34225784406472,82.47452197328737,4642.0,False,True,False
2024-06-28,6354,-161.91465881841154,-240.0,-45.778393554687504,0.0114024902657799,0.0198509254577529,5.178339313818067,42183.97497639283,,73.97269055979491,80.96772324723247,7046.0,False,True,False
2024-06-29,1673,-112.41485651794908,-240.0,-34.72854385375977,0.0127889344283824,0.0109638902967897,5.170751145646543,42123.42558278541,,76.39323864651773,83.6367853736089,1887.0,False,True,False
2024-06-30,659,-57.31677425540814,-61.87033920288086,-50.87396316528319,0.0905308795672698,0.0326142866459627,5.069001544978133,41297.49924127466,,73.35629566817416,80.226843575419,716.0,False,True,False
2024-07-10,58,-80.65356747857456,-80.73967361450195,-80.5325553894043,0.3737593236181222,0.0036579399225323,5.029534756431309,40983.98275862069,,73.53170906718852,80.10027397260274,73.0,False,True,False
2024-07-11,3769,-76.40308593280375,-80.70594024658203,-71.23601531982422,0.2732407823541563,0.0792836626273508,5.078262685988873,41371.9617935792,,71.35291395474131,78.29159619737437,4418.0,False,True,False
2024-07-12,3934,-74.40503971214275,-80.71124114990235,-60.21390113830566,0.2589651343950408,0.1139942482124712,5.076292153872225,41356.41814946619,,71.51758821871624,78.23758643470602,4541.0,False,True,False
2024-07-13,3303,-73.24665753985043,-80.67916564941406,-63.8131462097168,0.2299666672892555,0.114311938290596,5.086682168275526,41438.745080230095,,72.46056683473878,79.66111350499212,3806.0,False,True,False
2024-07-14,3601,-76.46678995854388,-80.68966674804688,-70.53506469726562,0.2806423714301957,0.0921790805699636,5.090101124593131,41466.44709802832,,69.95426065578171,77.18378696186961,4065.0,False,True,False
2024-07-15,2762,-71.03689134336743,-78.90821838378906,-60.1906551361084,0.198168748262098,0.0880610582069254,5.088007671328246,41449.61984069515,,70.64035477330975,77.6541235161108,3538.0,False,True,False
2024-07-16,2332,-76.58248781953422,-80.68618087768554,-72.0751708984375,0.283493048588448,0.0784024300173926,5.090957942925598,41473.387221269295,,71.64895767080087,78.68387990936556,2648.0,False,True,False
2024-07-17,2959,-65.17161381635444,-80.70267639160156,-53.017828369140624,0.145421975127248,0.1655764550527105,5.17931184220055,42161.84251436296,48.70888168950443,72.09111431571262,78.89676679605853,3349.0,False,True,False
2024-07-18,4041,-55.9442811596367,-61.25368118286133,-49.171875,0.026231572969959,0.0072240180228614,5.247073496659243,42693.88839396189,58.260058588844366,73.76446319227774,80.6986052154195,4410.0,False,True,False
2024-07-19,4189,-56.418742014360646,-61.44936218261719,-50.24938507080078,0.0245867334719865,0.0066945781935899,5.25306676215485,42741.765576509904,54.15168085034347,72.03606575843716,79.29674745977985,4724.0,False,True,False
2024-07-20,3858,-56.21019808995161,-61.56821403503418,-49.26211013793945,0.0247578881462336,0.0075148279252189,5.249258164852255,42711.368843960605,62.55007449195437,72.81072034334926,80.02509937165465,4297.0,False,True,False
2024-07-21,3838,-55.68969958694482,-61.50753326416016,-46.90928993225097,0.0229502486798759,0.0076733802313933,5.253232760118117,42742.75742574257,67.78692905661295,71.19994893600142,78.43559290382821,4284.0,False,True,False
2024-07-22,3407,-56.67627592061599,-61.74607543945312,-50.721736145019534,0.0264734933488219,0.0106493905405793,5.246587809411995,42690.331963604345,53.684474487320905,72.72553886943768,79.76731845628774,3809.0,False,True,False
2024-07-23,3418,-56.4557238188733,-61.01251335144043,-50.89240531921386,0.0333051684910657,0.0083787065333548,5.2530438853130486,42741.417788180224,50.65527637104058,76.87790883724026,83.29721430442756,3817.0,False,True,False
2024-07-24,5591,-56.6314565398957,-61.335697174072266,-50.803466796875,0.0312457517357621,0.0081708781417502,5.253192869492636,42743.21212663209,50.39850980757053,75.43730545930102,82.46834233505821,6184.0,False,True,False
2024-07-25,5931,-56.81308330458064,-61.77753829956055,-50.70783615112305,0.0269282220877371,0.0070429681172334,5.246724891811386,42691.58674759737,50.22238712365879,73.77700308180688,80.71611077158136,6545.0,False,True,False
2024-07-26,6512,-56.173260229811326,-61.66708259582519,-49.11784820556641,0.0232741243275011,0.0066237569122223,5.24775563063063,42699.30558968059,56.15428798422879,71.90200191955061,79.18907126248119,7311.0,False,True,False
2024-07-27,5751,-56.285909489867294,-61.82331085205078,-48.86931991577149,0.0231370988091878,0.0076806344350126,5.248727177882107,42707.36080681621,61.86101579206075,71.31949074439031,78.53039681050657,6396.0,False,True,False
2024-07-28,5065,-56.05029220731684,-61.61247940063477,-48.30002136230468,0.0225948767657425,0.0070368555418391,5.24584968739717,42684.24896347483,61.43504444954807,71.33623944643826,78.39631664558107,5533.0,False,True,False
2024-07-29,5071,-56.89723297153744,-61.66759490966797,-50.93974685668945,0.031295932053502,0.0092068690625964,5.254543745480838,42753.13665943601,50.07925104863173,75.12189800845164,82.23198404840484,5454.0,False,True,False
