date,n_images,blur_mean,brightness_mean,contrast_mean,file_size_mean
2024-12-23,5807,5208.51172861947,109.28531177954972,57.763892567422566,82851.34200103323
2024-12-24,4606,3597.7924742804266,110.50986845949863,54.874418695129314,72789.73273990447
2024-12-25,3150,4824.867995934865,108.59991855924092,59.097255608694894,83447.40984126984
2024-12-26,4461,5562.643189612164,107.92832617042471,60.03187282265529,85132.523201076
2024-12-27,4892,5371.099991955137,110.45103115540299,57.08117499550346,82682.33687653311
2024-12-28,3430,4381.507097427769,117.84824802854666,52.49589164945196,74370.78046647231
2024-12-29,3252,5299.760550448522,117.8927716141404,53.63002984432863,74463.39329643296
2024-12-30,3127,3350.5151385925506,113.94800387688403,51.2723649235095,69825.01471058522
2024-12-31,4662,7127.988019657667,112.76535471208818,58.79833687594498,87092.03153153154
2025-01-01,2748,7237.736803457379,115.16067601638416,58.12040115131561,85128.19905385734
2025-01-02,4708,6692.74708269325,114.1254123819006,57.6341486422815,83148.17480883602
2025-01-03,5460,6830.459276438283,111.70676983843794,59.69233853581188,82010.40586080585
2025-01-04,4678,6840.744909148687,114.1784636565588,58.69561518375157,81379.28580589996
2025-01-05,3711,7076.6203334667525,116.34836955213123,56.89464287229768,82666.7669091889
2025-01-06,4614,5611.895338808348,114.31524764938585,55.87554872898917,77679.31946250542
2025-01-07,4822,6523.753922477099,110.79540365655014,60.03869544100039,83015.91808378266
2025-01-08,5393,6432.304217055094,110.43930620079954,60.26202852987257,80697.27943630633
2025-01-09,5247,6488.741592014633,112.70618946111064,58.65742579264393,80810.88812654851
2025-01-10,5943,6987.217701290105,110.01034050430691,60.54197314289831,83113.81945145549
2025-01-11,4028,5486.01432504815,112.56037766836369,56.88971924852828,79121.38877855014
2025-01-12,4214,7002.577675651474,111.53989396459636,60.36020521309685,87887.67845277645
2025-01-13,5087,7002.042963866707,115.81084392795822,56.591554209036325,81635.84371928446
2025-01-14,5399,6542.572422672673,111.69412871302664,59.739403336594386,81676.51972587516
2025-01-15,5652,6433.444406162486,112.9055708165044,58.40454446923539,80590.19515215853
2025-01-16,5360,6899.8297695786205,114.09350573696307,58.10642774638845,80251.1255597015
2025-01-17,5534,7260.654173657659,114.31836697682172,58.00221251614222,85131.00433682688
2025-01-18,4905,6043.058262629611,117.64123447274335,54.16683627409551,77315.97023445464
2025-01-19,4024,6424.319535439341,115.64632713534012,56.99719449113425,83255.8347415507
2025-01-20,2975,3667.3198984046744,109.07998506562049,56.278275472176176,75539.97243697479
2025-01-21,4875,5080.852462840545,110.96434868915264,55.37009004250551,79766.20943589744
2025-01-22,4960,4996.020034445486,108.44800018264401,56.80425190848689,81568.07419354838
